title,company,location,posting_date,sponsorship,target_company_match,has_grad_req,matched_keywords,salary,tier,fit_score,recommended_resume,first_seen,review_status,coverage_status,canonical_source,canonical_job_key,duplicate_of,official_snapshot_at,source_snapshot_at,source_pipeline,job_url
Software Engineer - II (Quadient Inspire),Travelers,"Hartford, Connecticut, United States",2026-08-28,H-1B Sponsor,,no,Software,"120,400-198,700 USD/annual",,,,2026-08-29T18:39:30.328218+00:00,unreviewed,not_dedicated,syncareer,id::syncareer::60b2cd4bbd9877d7c1fd2202ce7cf576,,2026-08-29T18:37:39.833716+00:00,2026-08-29T18:39:30.328218+00:00,syncareer,https://travelers.wd5.myworkdayjobs.com/en-US/External/job/CT---Hartford/Software-Engineer---II--Quadient-Inspire-_R-52162
Software Product Concern Engineer,Ford Motor Company,"Allen Park, Michigan, United States",2026-08-28,H-1B Sponsor,,no,Software,"86,600-144,900 USD/annual",,,,2026-08-29T18:39:30.328218+00:00,unreviewed,not_dedicated,syncareer,id::syncareer::f86a3930256bc222ed3547282c551d01,,2026-08-29T18:37:39.833716+00:00,2026-08-29T18:39:30.328218+00:00,syncareer,https://efds.fa.em5.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/67837/?lastSelectedFacet=LOCATIONS&mode=location&selectedLocationsFacet=300000000425727%253B300000000425151%253B300000000425265%253B300000000425079
"Co-op – Software Test Automation Engineer – Orange, OH – January 2027",Philips,"Orange, Ohio, United States",2026-08-28,H-1B Sponsor,,no,Software,26-29 USD/hourly,,,,2026-08-29T18:39:30.328218+00:00,unreviewed,not_dedicated,syncareer,id::syncareer::1151609e0f77dc5cf6c3705d09c68d9d,,2026-08-29T18:37:39.833716+00:00,2026-08-29T18:39:30.328218+00:00,syncareer,https://philips.wd3.myworkdayjobs.com/en-US/jobs-and-careers/job/Orange-OH-Ohio-United-States/Co-op---Software-Test-Automation-Engineer---Orange--OH---January-2027_581888?locationHierarchy1=6e1b2a934716103c2add7199453f00aa&locationHierarchy1=6e1b2a934716103c2adf29e9ce47012b&locationHierarchy1=6e1b2a934716103c2addd4024f3700e2&locationHierarchy1=6e1b2a934716103c2add7be8a4ef00b0&locationHierarchy1=6e1b2a934716103c2addcd3ddf4f00de&locationHierarchy1=6e1b2a934716103c2addc9a585ef00dc&locationHierarchy1=6e1b2a934716103c2add63e60d9700a2&locationHierarchy1=6e1b2a934716103c2add443cd4170090&locationHierarchy1=6e1b2a934716103c2ade3cb0060f011e
Software and Engineering Intern Roles - Imaging and Print,HP,"Corvallis, Oregon, United States",2026-08-28,H-1B Sponsor,,no,Software,29-35 USD/hourly,,,,2026-08-29T18:39:30.328218+00:00,unreviewed,not_dedicated,syncareer,id::syncareer::0e67e05e09c7e8e24a18b9247473a07d,,2026-08-29T18:37:39.833716+00:00,2026-08-29T18:39:30.328218+00:00,syncareer,https://apply.hp.com/careers/job/44208711?domain=hp.com
2027 Summer Intern: Engineering - Software,Hubbell,"St. Louis, Missouri, United States",2026-08-28,H-1B Sponsor,,no,Software,22-29 USD/hourly,,,,2026-08-29T18:39:30.328218+00:00,unreviewed,not_dedicated,syncareer,id::syncareer::9c110f7fdd731fa29a332d45abad4a18,,2026-08-29T18:37:39.833716+00:00,2026-08-29T18:39:30.328218+00:00,syncareer,https://careers.hubbell.com/job/St_-Louis-2027-Summer-Intern-Engineering-Software-MO-63146/1424513200/
Software Engineer Intern,Brunswick,"Menomonee Falls, Wisconsin, United States",2026-08-28,H-1B Sponsor,,no,Software,18-27 USD/hourly,,,,2026-08-29T18:39:30.328218+00:00,unreviewed,not_dedicated,syncareer,id::syncareer::60da6562a0e469df1012e43cfe1fd0ae,,2026-08-29T18:37:39.833716+00:00,2026-08-29T18:39:30.328218+00:00,syncareer,https://brunswick.wd1.myworkdayjobs.com/en-US/search/job/Menomonee-Falls-WI/Software-Engineer-Intern_JR-051426-1?jobFamilyGroup=7fce8e52807a10f92ee14c66817d42bc&jobFamilyGroup=7fce8e52807a10f92ee12644688d42a8&jobFamilyGroup=7fce8e52807a10f92ee1444cf0da42b8&jobFamilyGroup=7fce8e52807a10f92ee135a602e342b0
"Outside Software Account Representative - Portland, OR",Thryv,"Portland, Oregon, United States",2026-08-28,H-1B Sponsor,,no,Software,"96,800-96,800 USD/annual",,,,2026-08-29T18:39:30.328218+00:00,unreviewed,not_dedicated,syncareer,id::syncareer::7c64daed10dc83e25fa18b024240aedd,,2026-08-29T18:37:39.833716+00:00,2026-08-29T18:39:30.328218+00:00,syncareer,https://recruiting2.ultipro.com/SUP1002SPRM/JobBoard/d7242952-1f26-44c3-bd0e-5dda7e739f73/OpportunityDetail?opportunityId=8e584f26-0b8e-4041-a8f5-03516a35a146
Software Engineer 2 - Guest & Loyalty Domain,Choice Hotels,"Scottsdale, Arizona, United States",2026-08-28,H-1B Sponsor,,no,Software,,,,,2026-08-29T18:39:30.328218+00:00,unreviewed,not_dedicated,syncareer,id::syncareer::8c76e04430e1efdf046bcf8892d35484,,2026-08-29T18:37:39.833716+00:00,2026-08-29T18:39:30.328218+00:00,syncareer,https://choicehotels.wd5.myworkdayjobs.com/en-US/External/job/Scottsdale-AZ---Technology--Digital-Commerce-Center/Software-Engineer-2---Guest---Loyalty-Domain_R22198
Embedded Software Engineer 2,Epitec,"Chillicothe, Illinois, United States",2026-08-28,H-1B Sponsor,,no,Software,45-52 USD/hourly,,,,2026-08-29T18:39:30.328218+00:00,unreviewed,not_dedicated,syncareer,id::syncareer::7071cb3866ca9ee396bb390ba510b0d4,,2026-08-29T18:37:39.833716+00:00,2026-08-29T18:39:30.328218+00:00,syncareer,https://epitec.com/jobs-at-epitec-careerportaldomainroot/embedded-software-engineer-2-106435/
Software Engineer,Cisco,"Research Triangle Park, North Carolina, United States",2026-08-28,H-1B Sponsor,,no,Software,"128,600-184,900 USD/annual",,,,2026-08-29T18:39:30.328218+00:00,unreviewed,covered_unvalidated,official,id::syncareer::80c0e2a692c248ee1db5b4dfd9a867d1,url::https://cisco.wd5.myworkdayjobs.com/cisco_careers/job/rtp-north-carolina-us/software-engineer_2021810,2026-08-29T18:37:39.833716+00:00,2026-08-29T18:39:30.328218+00:00,syncareer,https://careers.cisco.com/global/en/job/2021810/Software-Engineer
"Internship, Software Engineer, Information Security (Spring 2027)",Tesla,"Bellevue, Washington, United States",2026-08-28,H-1B Sponsor,,yes,Software,38-50 USD/hourly,,,,2026-08-29T18:39:30.328218+00:00,unreviewed,not_dedicated,syncareer,id::syncareer::808b0964bb76b321339d87b230f8db36,,2026-08-29T18:37:39.833716+00:00,2026-08-29T18:39:30.328218+00:00,syncareer,https://www.tesla.com/careers/search/job/281473
"Entry Level Software Developer-Tucson, AZ",IBM,"Tucson, Arizona, United States",2026-08-28,H-1B Sponsor,,no,Software,"74,160-111,240 USD/annual",,,,2026-08-29T18:39:30.328218+00:00,unreviewed,not_dedicated,syncareer,id::syncareer::36d3fbbf136bd919621d36475799fff4,,2026-08-29T18:37:39.833716+00:00,2026-08-29T18:39:30.328218+00:00,syncareer,https://careers.ibm.com/en_US/careers/JobDetail?jobId=130916&source=WEB_Search_NA
Software Engineer 1 - Guest & Loyalty Domain,Choice Hotels,"Scottsdale, Arizona, United States",2026-08-28,H-1B Sponsor,,no,Software,,,,,2026-08-29T18:39:30.328218+00:00,unreviewed,not_dedicated,syncareer,id::syncareer::52337bd8a85b42e57899cee42f4bbfa7,,2026-08-29T18:37:39.833716+00:00,2026-08-29T18:39:30.328218+00:00,syncareer,https://choicehotels.wd5.myworkdayjobs.com/en-US/External/job/Scottsdale-AZ---Technology--Digital-Commerce-Center/Software-Engineer-1_R22196
Software Engineer,Cisco,"Milpitas, California, United States",2026-08-28,H-1B Sponsor,,no,Software,"125,700-176,600 USD/annual",,,,2026-08-29T18:39:30.328218+00:00,unreviewed,covered_unvalidated,official,id::syncareer::45adced047673c94418f1f14655363b3,url::https://cisco.wd5.myworkdayjobs.com/cisco_careers/job/milpitas-california-us/software-engineer_2023271,2026-08-29T18:37:39.833716+00:00,2026-08-29T18:39:30.328218+00:00,syncareer,https://careers.cisco.com/global/en/job/2023271/Software-Engineer
"Next Gen Internship, Software Engineer, Vehicle Software (Summer 2027)",Tesla,"Palo Alto, California, United States",2026-08-28,H-1B Sponsor,,no,Software,42-58 USD/hourly,,,,2026-08-29T18:39:30.328218+00:00,unreviewed,not_dedicated,syncareer,id::syncareer::bd6947fd255ed71f5ea46f8bd68b9f1d,,2026-08-29T18:37:39.833716+00:00,2026-08-29T18:39:30.328218+00:00,syncareer,https://www.tesla.com/careers/search/job/281097
"Software Developer Intern - OneIT - Rochester, MN - 2027",IBM,"Rochester, Minnesota, United States",2026-08-28,H-1B Sponsor,,no,Software,,,,,2026-08-29T18:39:30.328218+00:00,unreviewed,not_dedicated,syncareer,id::syncareer::fc7f87d887a1bcc17acc94c915f7eda1,,2026-08-29T18:37:39.833716+00:00,2026-08-29T18:39:30.328218+00:00,syncareer,https://careers.ibm.com/en_US/careers/JobDetail?jobId=130900&source=WEB_Search_NA
AI Agent Developer,SBA Communications,"Michigan, United States",2026-08-28,H-1B Sponsor,,no,AI,,,,,2026-08-29T18:39:30.328218+00:00,unreviewed,not_dedicated,syncareer,id::syncareer::7934af431479b2a716c17b4ed2ffafb3,,2026-08-29T18:37:39.833716+00:00,2026-08-29T18:39:30.328218+00:00,syncareer,https://sbasite.wd5.myworkdayjobs.com/en-US/SBA_Communications_Careers/job/MI---Virtual/Cloud--AI---DevOps-Engineer-II_JR102559
"Infrastructure Engineer- Identity, AI & Cloud Platforms",Simon Property Group,"Indianapolis, Indiana, United States",2026-08-28,H-1B Sponsor,,no,"AI, Infrastructure",,,,,2026-08-29T18:39:30.328218+00:00,unreviewed,not_dedicated,syncareer,id::syncareer::de487f200a28533c99ae28d18c4b5446,,2026-08-29T18:37:39.833716+00:00,2026-08-29T18:39:30.328218+00:00,syncareer,https://simon.wd1.myworkdayjobs.com/en-US/Simon/job/Indianapolis-IN/Infrastructure-Engineer_R13926
AI/ML Engineer Intern,Analog Devices,"Wilmington, Massachusetts, United States",2026-08-28,H-1B Sponsor,,no,AI,22-41 USD/hourly,,,,2026-08-29T18:39:30.328218+00:00,unreviewed,not_dedicated,syncareer,id::syncareer::38e6b6b5564eb97d3ef7e064ced5db07,,2026-08-29T18:37:39.833716+00:00,2026-08-29T18:39:30.328218+00:00,syncareer,https://analogdevices.wd1.myworkdayjobs.com/en-US/External/job/US-MA-Wilmington/AI-ML-Engineer-Intern_R265579
"2027 Local Rotational Program: Engineering, Operations & Infrastructure",Iberdrola,"Orange, Connecticut, United States",2026-08-28,H-1B Sponsor,,no,Infrastructure,"80,000-97,000 USD/annual",,,,2026-08-29T18:39:30.328218+00:00,unreviewed,not_dedicated,syncareer,id::syncareer::b3c1f834b47c1930b1405484ac9cccac,,2026-08-29T18:37:39.833716+00:00,2026-08-29T18:39:30.328218+00:00,syncareer,https://iberdrola.wd3.myworkdayjobs.com/en-US/Iberdrola/job/United-States-Of-America-Connecticut-Orange/XMLNAME-2027-Local-Graduate-Rotational-Program--Engineering--Operations---Infrastructure_R-33036?locationCountry=bc33aa3152ec42d4995f4791a106ed09&locationCountry=29247e57dbaf46fb855b224e03170bc7
Roadway Design Intern - Infrastructure (Summer 2027),Stantec,"Raleigh, North Carolina, United States",2026-08-28,H-1B Sponsor,,no,Infrastructure,,,,,2026-08-29T18:39:30.328218+00:00,unreviewed,not_dedicated,syncareer,id::syncareer::7ad0b02bceee14c1d3ba12f449226450,,2026-08-29T18:37:39.833716+00:00,2026-08-29T18:39:30.328218+00:00,syncareer,https://stantec.jobs/raleigh-nc/roadway-design-intern-infrastructure-summer-2027/0EFBD87CAE3142AC8B5B19AD466EC23A/job/
"Project Coordinator, Technology Infrastructure",CIBC,"Chicago, Illinois, United States",2026-08-28,H-1B Sponsor,,no,Infrastructure,"85,000-100,000 USD/annual",,,,2026-08-29T18:39:30.328218+00:00,unreviewed,not_dedicated,syncareer,id::syncareer::eb3ba58b83d638e01049ec88b4493eec,,2026-08-29T18:37:39.833716+00:00,2026-08-29T18:39:30.328218+00:00,syncareer,https://cibc.wd3.myworkdayjobs.com/en-US/search/job/Chicago-IL/Project-Coordinator--Technology-Infrastructure_2617868?Country=a30a87ed25634629aa6c3958aa2b91ea&Country=bc33aa3152ec42d4995f4791a106ed09&Country=29247e57dbaf46fb855b224e03170bc7&Country=d4afdeb461d446e4babd204bd102dba8
Credit Underwriter I-Global Infrastructure Credit,Bank of America,"Charlotte, North Carolina, United States",2026-08-28,H-1B Sponsor,,no,Infrastructure,"110,000-200,000 USD/annual",,,,2026-08-29T18:39:30.328218+00:00,unreviewed,not_dedicated,syncareer,id::syncareer::2778f12f15b085e132d6d66e689c1e31,,2026-08-29T18:37:39.833716+00:00,2026-08-29T18:39:30.328218+00:00,syncareer,https://careers.bankofamerica.com/en-us/job-detail/26031760/credit-underwriter-i-global-infrastructure-credit-multiple-locations
Data Engineer,Benchling,United States,2026-08-28,H-1B Sponsor,,no,Data Engineer,"83,000-207,000 USD/annual",,,,2026-08-29T18:39:30.328218+00:00,unreviewed,not_dedicated,syncareer,id::syncareer::14a9c506e91b2c4fa21dc4a8e4b02567,,2026-08-29T18:37:39.833716+00:00,2026-08-29T18:39:30.328218+00:00,syncareer,https://jobs.ashbyhq.com/benchling/f0c70d09-5a30-4380-a3a6-c73f4fd75f40
Manufacturing Cybersecurity Data Engineer,General Motors,"Warren, Michigan, United States",2026-08-28,H-1B Sponsor,,no,Data Engineer,,,,,2026-08-29T18:39:30.328218+00:00,unreviewed,not_dedicated,syncareer,id::syncareer::195fe60c0c37128fe1bb9b3a454057fd,,2026-08-29T18:37:39.833716+00:00,2026-08-29T18:39:30.328218+00:00,syncareer,https://search-careers.gm.com/en/jobs/jr-202618198/manufacturing-cybersecurity-data-engineer/
"Data Engineer, Automation & Controls, BlueOval Battery Park Michigan",Ford Motor Company,"Marshall, Michigan, United States",2026-08-28,H-1B Sponsor,,no,Data Engineer,"65,100-166,200 USD/annual",,,,2026-08-29T18:39:30.328218+00:00,unreviewed,not_dedicated,syncareer,id::syncareer::d40099c307cbbf68e61db7e4655b5888,,2026-08-29T18:37:39.833716+00:00,2026-08-29T18:39:30.328218+00:00,syncareer,https://efds.fa.em5.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/69689/?lastSelectedFacet=LOCATIONS&mode=location&selectedLocationsFacet=300000000425727%253B300000000425151%253B300000000425265%253B300000000425079
Data Engineer,Benchling,"San Francisco, California, United States",2026-08-28,H-1B Sponsor,,no,Data Engineer,"153,000-207,000 USD/annual",,,,2026-08-29T18:39:30.328218+00:00,unreviewed,not_dedicated,syncareer,id::syncareer::709da369783c98adf2100dc925a0c93f,,2026-08-29T18:37:39.833716+00:00,2026-08-29T18:39:30.328218+00:00,syncareer,https://jobs.ashbyhq.com/benchling/c1ad7288-ad78-4a0f-8f19-1fcc3f6cf85b
"Machine Learning Engineer II, Responsible AI",Pinterest,"San Francisco, California, United States",2026-08-27,H-1B Sponsor,,no,"AI, Machine Learning","138,905-285,982 USD/annual",,,,2026-08-28T23:49:42.499173+00:00,unreviewed,covered_unvalidated,official,id::syncareer::f69dd1f63971b6b96888ed4f6551cd49,url::https://www.pinterestcareers.com/jobs/?gh_jid=8162046,2026-08-29T18:37:39.833716+00:00,2026-08-28T23:49:42.499173+00:00,syncareer,https://www.pinterestcareers.com/jobs/8162046/machine-learning-engineer-ii-responsible-ai/?gh_jid=8162046
New College Grad - Software Engineer,Micron Technology,"Boise, Idaho, United States",2026-08-27,H-1B Sponsor,,no,Software,,,,,2026-08-28T23:49:42.499173+00:00,unreviewed,not_dedicated,syncareer,id::syncareer::db62099ffa76b4a667884a05c15212af,,2026-08-29T18:37:39.833716+00:00,2026-08-28T23:49:42.499173+00:00,syncareer,https://careers.micron.com/careers/job/44144084?domain=micron.com
GCP Data Engineer,Kforce,"Emeryville, California, United States",2026-08-27,H-1B Sponsor,,no,Data Engineer,60-65 USD/hourly,,,,2026-08-28T23:49:42.499173+00:00,unreviewed,not_dedicated,syncareer,id::syncareer::d8bc40d2061343ee9f478f5e74288871,,2026-08-29T18:37:39.833716+00:00,2026-08-28T23:49:42.499173+00:00,syncareer,https://www.kforce.com/find-work/search-jobs/#/detail/MTY5Nn5XUUd-MjE4NjYwNFQxfjk5/
Outside Software Account Representative,Thryv,"Honolulu, Hawaii, United States",2026-08-27,H-1B Sponsor,,no,Software,,,,,2026-08-28T23:49:42.499173+00:00,unreviewed,not_dedicated,syncareer,id::syncareer::d5c4292e515fde2cc6a2d54b28867e41,,2026-08-29T18:37:39.833716+00:00,2026-08-28T23:49:42.499173+00:00,syncareer,https://recruiting2.ultipro.com/SUP1002SPRM/JobBoard/d7242952-1f26-44c3-bd0e-5dda7e739f73/OpportunityDetail?opportunityId=620e4f1f-dde2-4e77-b4c4-39d1735621d4
"Intern - Technical Customer Management, AI",Micron Technology,"Longmont, Colorado, United States",2026-08-27,H-1B Sponsor,,no,AI,38-65 USD/hourly,,,,2026-08-28T23:49:42.499173+00:00,unreviewed,,,,,,,syncareer,https://careers.micron.com/careers/job/44138103?domain=micron.com
"Associate, AI Engineer",KPMG,"Tampa, Florida, United States",2026-08-27,H-1B Sponsor,,no,AI,,,,,2026-08-28T23:49:42.499173+00:00,unreviewed,not_dedicated,syncareer,id::syncareer::cf27eacce290fcfe47f12d6716ab6ac0,,2026-08-29T18:37:39.833716+00:00,2026-08-28T23:49:42.499173+00:00,syncareer,https://www.kpmguscareers.com/jobdetail/?jobId=137119
Intermediate Software Engineer,Gordon Food Service,"Wyoming, Michigan, United States",2026-08-27,H-1B Sponsor,,no,Software,,,,,2026-08-28T23:49:42.499173+00:00,unreviewed,not_dedicated,syncareer,id::syncareer::c21d9832fa790649abe0a1b95f76206e,,2026-08-29T18:37:39.833716+00:00,2026-08-28T23:49:42.499173+00:00,syncareer,https://gfs.wd5.myworkdayjobs.com/en-US/usjobs-gen-gfs/job/Wyoming-Michigan/Intermediate-Software-Engineer_R-56072
Software Engineer 1 - Aviation Backend Web,Garmin,"Chanhassen, Minnesota, United States",2026-08-27,H-1B Sponsor,,no,"Software, Backend","89,000-98,100 USD/annual",,,,2026-08-28T23:49:42.499173+00:00,unreviewed,not_dedicated,syncareer,id::syncareer::bbcb243058296bd51278cd81ae22b3b6,,2026-08-29T18:37:39.833716+00:00,2026-08-28T23:49:42.499173+00:00,syncareer,https://careers.garmin.com/jobs/19732?lang=en-us&previousLocale=en-US
"AI Engineer, Enablement",LangChain,"New York, New York, United States",2026-08-27,H-1B Sponsor,,no,AI,"150,000-195,000 USD/annual",,,,2026-08-28T23:49:42.499173+00:00,unreviewed,not_dedicated,syncareer,id::syncareer::ba6573e2a5ed7213aaae2997ebe657d9,,2026-08-29T18:37:39.833716+00:00,2026-08-28T23:49:42.499173+00:00,syncareer,https://jobs.ashbyhq.com/langchain/47ad420c-9302-4a4f-a35f-7dd29e1d9d28
Software Engineer 1 - Aviation Backend Web,Garmin,"Chandler, Arizona, United States",2026-08-27,H-1B Sponsor,,no,"Software, Backend",,,,,2026-08-28T23:49:42.499173+00:00,unreviewed,not_dedicated,syncareer,id::syncareer::b97db7e4045d3e6919af61df7ec90c8c,,2026-08-29T18:37:39.833716+00:00,2026-08-28T23:49:42.499173+00:00,syncareer,https://careers.garmin.com/jobs/19721?lang=en-us&previousLocale=en-US
"Software Engineer II, Fintech",Twitch,"New York City, New York, United States",2026-08-27,H-1B Sponsor,,no,Software,"158,100-213,800 USD/annual",,,,2026-08-28T23:49:42.499173+00:00,unreviewed,not_dedicated,syncareer,id::syncareer::b8f2308a34ebca02ada7c06aef753d09,,2026-08-29T18:37:39.833716+00:00,2026-08-28T23:49:42.499173+00:00,syncareer,https://job-boards.greenhouse.io/twitch/jobs/8747652002
"Software Engineer, Android",Match Group,"Palo Alto, California, United States",2026-08-27,H-1B Sponsor,,no,Software,"105,000-130,000 USD/annual",,,,2026-08-28T23:49:42.499173+00:00,unreviewed,not_dedicated,syncareer,id::syncareer::aac392df7393f93dc23ab1e3c981dd5c,,2026-08-29T18:37:39.833716+00:00,2026-08-28T23:49:42.499173+00:00,syncareer,https://jobs.lever.co/matchgroup/26725d4e-c597-4434-95d3-e6b86472d8a4
Data Engineer,Navan,"Dallas, Texas, United States",2026-08-27,H-1B Sponsor,,no,Data Engineer,,,,,2026-08-28T23:49:42.499173+00:00,unreviewed,not_dedicated,syncareer,id::syncareer::a7862412d0ce8007508606feb4e78be1,,2026-08-29T18:37:39.833716+00:00,2026-08-28T23:49:42.499173+00:00,syncareer,https://navan.com/careers/openings?gh_jid=8141775
Full Stack Developer - PROJECT - Software Engineer III - TS/SCI clearance,Deloitte,"Rosslyn, Virginia, United States",2026-08-27,H-1B Sponsor,,no,"Software, Full Stack","113,000-188,400 USD/annual",,,,2026-08-28T23:49:42.499173+00:00,unreviewed,,,,,,,syncareer,https://apply.deloitte.com/en_US/careers/JobDetail/Full-Stack-Developer-PROJECT-Software-Engineer-III-TS-SCI-clearance/364498
Software/Solution Engineer,Epitec,"Menlo Park, California, United States",2026-08-27,H-1B Sponsor,,no,Software,87-102 USD/hourly,,,,2026-08-28T23:49:42.499173+00:00,unreviewed,not_dedicated,syncareer,id::syncareer::8dbacc1de507fca3719bdeff79af1d68,,2026-08-29T18:37:39.833716+00:00,2026-08-28T23:49:42.499173+00:00,syncareer,https://epitec.com/jobs-at-epitec-careerportaldomainroot/software-engineer-iii-106418/
Genesys Cloud Software Engineer III,Deloitte,"Morristown, New Jersey, United States",2026-08-27,H-1B Sponsor,,no,Software,"110,700-218,300 USD/annual",,,,2026-08-28T23:49:42.499173+00:00,unreviewed,not_dedicated,syncareer,id::syncareer::8b453262af83a902fbc9454b33f94d01,,2026-08-29T18:37:39.833716+00:00,2026-08-28T23:49:42.499173+00:00,syncareer,https://apply.deloitte.com/en_US/careers/JobDetail/Genesys-Cloud-Software-Engineer-III/364731
Software Engineer II (NST),Nintendo,"Redmond, Washington, United States",2026-08-27,H-1B Sponsor,,no,Software,"108,796-163,194 USD/annual",,,,2026-08-28T23:49:42.499173+00:00,unreviewed,not_dedicated,syncareer,id::syncareer::777a3334095c5edf8bc56c27215041cb,,2026-08-29T18:37:39.833716+00:00,2026-08-28T23:49:42.499173+00:00,syncareer,https://careers.nintendo.com/jobs/4371239009/
"Software Engineer I, Memberships",Twitch,"San Francisco, California, United States",2026-08-27,H-1B Sponsor,,no,Software,"127,100-185,000 USD/annual",,,,2026-08-28T23:49:42.499173+00:00,unreviewed,not_dedicated,syncareer,id::syncareer::710a0dd33f1c45e0887387b6b71d28e8,,2026-08-29T18:37:39.833716+00:00,2026-08-28T23:49:42.499173+00:00,syncareer,https://job-boards.greenhouse.io/twitch/jobs/8748320002
